time_delta,mag_rolling_mean_10,mag_rolling_std_10,depth_normalized,latitude,longitude,mag
5.270126666666666,5.15,0.20138409955990974,-0.4178858791139594,34.1326,60.2681,5.5
0.9981147222222223,5.14,0.2065591117977291,-0.062092447362651675,9.5255,138.1431,5.0
3.4259133333333334,5.14,0.2065591117977291,-0.38561324017475346,55.5493,-151.4274,5.0
2.5086902777777778,5.16,0.24129281427805155,-0.4178858791139594,-5.7527,124.976,5.6
2.2733558333333335,5.18,0.23475755815545363,-0.4178858791139594,-9.6778,159.9214,5.2
2.317623888888889,5.18,0.23475755815545363,-0.4178858791139594,-12.8492,45.5572,5.0
2.3892333333333333,5.24,0.2836272984824356,-0.20935498135293618,35.8098,141.249,5.7
21.083611666666666,5.25,0.2915475947422653,0.5440373621293892,11.7392,-86.2862,5.5
15.823320833333334,5.26,0.2836272984824357,2.6382833782150943,-36.8551,176.9512,5.1
15.311144166666667,5.26,0.2836272984824357,-0.4178858791139594,-28.7361,-176.8545,5.0
3.556673611111111,5.2299999999999995,0.2710063549890382,0.573827490380964,22.8389,143.095,5.2
2.5075266666666667,5.32,0.32930904093942637,0.3467274126764592,16.4011,-94.489,5.9
14.300896944444444,5.34,0.3134042472944848,0.29111917327351966,6.1322,126.1063,5.2
6.507827777777778,5.34,0.3134042472944848,-0.4178858791139594,0.231,-16.9866,5.6
9.0494525,5.4,0.3399346342395196,-0.4576060501160591,17.8675,-66.8193,5.8
11.992955,5.430000000000001,0.31287200080686245,-0.4178858791139594,-11.3061,118.4931,5.3
3.1067169444444445,5.39,0.29981475762358545,1.379650459586061,-5.4415,147.0159,5.3
2.8931169444444444,5.36,0.30258148581093974,-0.4178858791139594,80.0672,0.2365,5.2
1.5574858333333332,5.4799999999999995,0.4077035960378847,-0.348375579860285,2.3481,96.3575,6.3
2.3187808333333337,5.619999999999999,0.4613988392799547,-0.4576060501160591,17.9578,-66.8113,6.4
0.08945555555555557,5.6,0.4853406592853685,-0.4178858791139594,17.8685,-66.7029,5.0
0.07015805555555556,5.569999999999999,0.4738729318662928,-0.4178858791139594,17.8919,-66.7217,5.6
0.27883305555555554,5.55,0.49497474683058396,-0.4178858791139594,17.9418,-66.6754,5.0
2.4660450000000003,5.55,0.49497474683058396,-0.4278159218644843,18.0223,-66.776,5.6
7.8374725000000005,5.49,0.49766119666563063,1.4973214661797813,12.2434,-86.4288,5.2
0.04367333333333333,5.56,0.5168279318217156,0.6446286951922067,-5.2046,151.2659,6.0
12.30160888888889,5.58,0.509465951321142,-0.4178858791139594,-55.0203,-128.4311,5.5
1.3007347222222223,5.58,0.509465951321142,0.4961745560718591,-20.4299,-68.7106,5.2
16.13319416666667,5.46,0.45995168828427657,-0.4178858791139594,-29.4387,61.259,5.1
7.706854722222222,5.46,0.45995168828427657,-0.4178858791139594,62.358,171.0611,6.4
8.615421666666666,5.46,0.45995168828427657,-0.1696348103508365,-56.0431,-26.7177,5.0
1.6252691666666668,5.41,0.4701063709417272,0.41445030423503904,-4.7016,143.7274,5.1
6.2175,5.45,0.447834294751481,-0.4178858791139594,-21.4325,-175.2378,5.4
14.262185277777776,5.45,0.447834294751481,-0.4178858791139594,18.4552,-105.2328,5.6
1.1858294444444444,5.43,0.46439925351648387,0.6720356131836555,-15.3359,167.5216,5.0
3.5696208333333335,5.369999999999999,0.4191260749066651,-0.3630720431310619,-16.5975,167.4738,5.4
0.8840297222222222,5.36,0.4168666186896937,-0.4178858791139594,-53.164,23.2047,5.4
1.444788888888889,5.36,0.4168666186896937,-0.4278159218644843,17.935,-66.883,5.2
0.4670633333333334,5.39,0.4067486256208437,-0.4178858791139594,-29.8401,-178.8287,5.4
0.006283888888888889,5.26,0.20655911179772996,1.6177728847436486,-30.119,-178.884,5.1
10.099067499999999,5.2700000000000005,0.1946506842754203,-0.4178858791139594,-29.541,61.2009,5.1
0.04266861111111111,5.2700000000000005,0.1946506842754203,-0.4178858791139594,-16.6225,167.6811,5.1
3.857391666666667,5.32,0.27808871486152403,-0.467536092866584,17.949,-66.8508,5.9
0.026965555555555555,5.279999999999999,0.26161889160464885,-0.4178858791139594,17.8238,-66.7941,5.2
